id,Kichwa,Spanish,Etiqueta
2780,kallwa,len�eta,neutro
2781,kallu,lengua,neutro
2782,kaluk,dificil de cocinar,malo
2783,kamarina,regalar,bueno
2784,kamcha,tostado,neutro
2785,kamchana,tostar,neutro
2786,kamina,insultar,malo
2787,kampik,cacao silvestre,neutro
2788,kanichina,hacer morder,malo
2789,kanina,morder,malo
2790,kankik,cadera,neutro
2791,kankil,canguil,neutro
2792,kankuna,ustedes,neutro
2793,kantina,buscar peces bajo piedras,neutro
2794,kaparina,gritar,neutro
2795,kapi runa,�rbol con fruto comestible para pavas silvestre,neutro
2796,kapina,orde�ar,bueno
2797,kapuli,capul�,neutro
2798,kapya,muy suave,bueno
2799,kapyarina,suavizarse,bueno
2800,karacha,costra,neutro
2801,karachi,estopa de cabuya,neutro
2802,kariyana,reanimarse,bueno
2803,karkayana,ensuciarse,malo
2804,karkuna,despedir,malo
2805,karpa,cubierta grande,neutro
2806,karuyana,alejarse,neutro
2807,kasa,helada,neutro
2808,kasana,helar,malo
2809,kashtuna,mascar,neutro
2810,kashuk,axila,neutro
2811,kaskana,pelar con los dientes,malo
2812,kaspa,mazorca,neutro
2813,kastilla,Espa�a,neutro
2814,katana,cobijar,bueno
2815,katana,cobija,neutro
2816,kati kati,expresi�n para hacer caminar a personas o animales,bueno
2817,katu,colada de pl�tano verde,bueno
2818,katuwasi,almac�n,neutro
2819,katuna,vender,bueno
2820,kaw,choclo bien maduro,neutro
2821,kawchu,piola,neutro
2822,kawchushka,torcido,neutro
2823,kawina,remo,neutro
2824,kawirina,revolcarse,neutro
2825,kawitu,cama,neutro
2826,kawina,menear,neutro
2827,kawka,cereales y leguminosas a medio cocer,neutro
2828,kawlla,crocante,neutro
2829,kawllarina,maduraci�n de choclo,neutro
2830,kawpi,variedad de tuc�n peque�o,neutro
2831,kawsak,ser vivo,neutro
2832,kawtayana,aplastar,neutro
2833,kayantin,kayapa,neutro
2834,kayas,lora peque�a de color verde,neutro
2835,kayka,he aqu�,neutro
2836,kayllayana,acercarse,neutro
2837,kaynarina,holgazanear,malo
2838,kaypi,aqu�,neutro
2839,kazuk,quemado por el sol,malo
2840,kicha,diarrea,malo
2841,kichana,tener diarrea,malo
2842,kichki,estrecho,neutro
2843,kichuna,quitar,neutro
2844,kiki,choclo en formaci�n,neutro
2845,kila,cacao blanco,neutro
2846,kilampu,variedad de bejuco,neutro
2847,killiku,variedad de p�jaro,neutro
2848,killimsa,carb�n,neutro
2849,killin,est�ril,malo
2850,killka,letra,neutro
2851,killkakatina,leer,bueno
2852,killpana,ocultar,malo
2853,killpuntu,p�jaro verde,neutro
2854,kimirina,acercarse,neutro
2855,kinchana,hacer un corral o cerca,neutro
2856,kinkuna,curvar,neutro
2857,kinray,horizontalmente,neutro
2858,kintiyana,encogerse,neutro
2859,kinzhullina,guardar algo en la cintura,neutro
2860,kipa,seguidamente,neutro
2861,kipa,instrumento musical,bueno
2862,kipana,tocar la "quipa",neutro
2863,kipchan,h�gado,neutro
2864,kipi,maleta,neutro
2865,kipu,sistema de comunicaci�n,bueno
2866,kipuna,escribir en nudos,malo
2867,kiruyana,brotar lo sembrado,neutro
2868,kiruyuk,pez grande con dientes,neutro
2869,kisha,nido,neutro
2870,kisha kisha,expresi�n para ahuyentar a los animales,neutro
2871,kishpirina,liberarse,bueno
2872,kishpina,liberar,bueno
2873,kishwar,maltalla,neutro
2874,kitina,fregar,neutro
2875,kitiwpi,tipo de p�jaro,neutro
2876,kitu,calabaza,neutro
2877,kiwa,hierba en general,neutro
2878,kiwana,sacar la hierba,bueno
2879,kiwina,dislocar,malo
2880,kiya,pus,malo
2881,kiyayana,infectarse las heridas,malo
2882,kuchayana,inundarse,malo
2883,kuchu,rinc�n,neutro
2884,kuchuna,cortar,neutro
2885,kuchuyarina,acercarse,neutro
2886,kukawi,colaci�n,neutro
2887,kukupa,b�ho negro de pecho amarillo,neutro
2888,kula,cacao blanco,neutro
2889,kullan,taxo,neutro
2890,kullay suyu,regi�n sur,neutro
2891,kullishtiti,p�jaro carpintero,neutro
2892,kullki,plata,bueno
2893,kullpina,dar de nalgadas,malo
2894,kullu,tronco,neutro
2895,kulluna,acci�n fallida,malo
2896,kulun,trueno,malo
2897,kumal,camote,neutro
2898,kumu,jorobado,malo
2899,kumuna,agachar,neutro
2900,kunampu,variedad de palmera,neutro
2901,kunawaru,variedad de sapo peque�o,neutro
2902,kunchu,residuo de la chicha,neutro
2903,kuña
2904,kurikinki,curinquinge,malo
2905,kurumama,mosca grande que no pica,bueno
2906,kurunta,tusa,neutro
2907,kururu,ovillo,neutro
2908,kururu,pez peque�o de franjas amarillas y negras,neutro
2909,kuruna,apolillarse,malo
2910,kuruyana,encogerse,neutro
2911,kuruyana,agusanarse,malo
2912,kushilla,contento,bueno
2913,kushni,humo,neutro
2914,kushnichina,humear,neutro
2915,kushniyana,tiznarse,neutro
2916,kushparina,patalear,malo
2917,kushpi,peonza,neutro
2918,kutama,tulushina,neutro
2919,kutashka,harina,neutro
2920,kutimpu,armadillo grande,neutro
2921,kutimuna,retornar,bueno
2922,kutu,corto,neutro
2923,kutu,variedad de mono,neutro
2924,kutul,hoja que cubre al choclo,bueno
2925,kutuyana,encogerse,neutro
2926,kuwa,sapo que h�bita en �rboles,neutro
2927,kuwayu,p�jaro nocturno denominado huacharro,neutro
2928,kuwayu,sapo peque�o comestible,bueno
2929,kuyachina,seducir,bueno
2930,Kuyachina,dar palmadas,neutro
2931,kuyachina,regalo de ahijados a sus padrinos,bueno
2932,kuyana,obsequiar,bueno
2933,kuyana,amar,bueno
2934,kuyuchina,mover,neutro
2935,kuyuna,agitarse,malo
2936,kuzu,gusano grande subterr�neo,neutro
2937,kuzu,pantano,neutro
2938,lampa,pala,neutro
2939,lampana,remendar,bueno
2940,lan,�rbol cuya resina es medicinal,bueno
2941,lanchana,destruir plantas,malo
2942,lanta,turbio,malo
2943,lapukyana,mojarse,malo
2944,lapuna,doblar,neutro
2945,larka,acequia,neutro
2946,larkana,hacer acequia,neutro
2947,latsik,gusano blanco,neutro
2948,laychu,mestizo,neutro
2949,liklik,ave que anuncia la lluvia,bueno
2950,linchi,red,neutro
2951,linchi,arbusto,neutro
2952,lisan,paja toquilla,neutro
2953,lukarya,variedad de sapo,bueno
2954,lukata,variedad de palmera,bueno
2955,lukllikirina,buscar insistentemente hasta encontrar,bueno
2956,lukma,tipo de fruta,bueno
2957,lumarisu,runapa,neutro
2958,lumucha,guanta,neutro
2959,lumu kuchi,sa�no,neutro
2960,lunchik,tipo de �rbol,bueno
2961,lunkuchina,cubrir la cabeza,neutro
2962,luntsa,racimo peque�o,neutro
2963,lupi,pez peque�o,neutro
2964,lutsana,estrujar,neutro
2965,lutsu,pu�ado,neutro
2966,luyu luyu,pintado como el tigre,neutro
2967,llachapana,remendar,bueno
2968,llachu,azad�n,neutro
2969,llakana,magullar,neutro
2970,llakinayak,expresi�n de l�stima,malo
2971,llakina,sufrir,malo
2972,llakirina,entristecerse,malo
2973,llakllana,azuela,neutro
2974,llakllana,esculpir,bueno
2975,llaktana,regresar al lugar de origen,bueno
2976,llakwarina,almorzar,bueno
2977,llama uhu,tos persistente,malo
2978,llaminku,variedad de llama,neutro
2979,llamkana,trabajar,bueno
2980,llamkana,manosear,neutro
2981,llampuna,cepillar,neutro
2982,llapitukuna,tener pesadillas,malo
2983,llapina,aplastar,malo
2984,llapitukuna,tener pesadillas,malo
2985,llashana,pesar,neutro
2986,llatan,desnudo,malo
2987,llatanana,desvestirse,neutro
2988,llawana,lamer,neutro
2989,llawsa,savia de las plantas,bueno
2990,llikchalla,a tiempo,bueno
2991,lliki lliki,destrozado,malo
2992,llikina,romper,malo
2993,lliklla,rebozo,neutro
2994,llikuy,loro hablador,neutro
2995,llimpi,cuerdo,bueno
2996,llimpina,pintar,bueno
2997,llipinshi,pesta�as,neutro
2998,llipyana,relampaguear,neutro
2999,lluchka,resbaloso,malo
3000,lluchkana,resbalar,malo
3001,lluchunka,camar�n,neutro
3002,lluchuna,despellejar por completo,neutro
3003,llukana,gatear,neutro
3004,llukllu,grillo,neutro
3005,llukshichina,sacar,neutro
3006,llukshina,salir,neutro
3007,llulla,mentiroso,malo
3008,llullawawa,mu�eca,neutro
3009,llulluk,reto�o,neutro
3010,llumi,dificil de cocer,malo
3011,llunchina,pintar,bueno
3012,lluru,�spero,neutro
3013,llushpina,resbalarse,malo
3014,llushti,desnudo,neutro
3015,llushtina,pelar,neutro
3016,llutarina,acercarse,neutro
3017,llutana,pegar con substancias adherentes,bueno
3018,llutipa,guabo peque�o,neutro
3019,lluya,gaviota,neutro
3020,machay,cueva,neutro
3021,machin,variedad de mono,neutro
3022,machka,harina de cebada,bueno
3023,makipura,trabajo rec�proco,bueno
3024,makiwatana,pulsera,bueno
3025,mallik,sobrio,bueno
3026,mallik,tipo de hierba,neutro
3027,mallki,rama,neutro
3028,mallta,mediano,neutro
3029,mallta,mediano,neutro
3030,mamachanka,muslo,neutro
3031,Mamaku,mujercita,neutro
3032,mamallaw,expresi�n de temor o susto,malo
3033,mamapuzun,est�mago,neutro
3034,mama tullu,mama,neutro
3035,mama wiksa,vientre,neutro
3036,mana,no,neutro
3037,manachu,�no es cierto?,neutro
3038,manapi,nadie,neutro
3039,manarak,todav�a no,neutro
3040,manchachina,espantar,malo
3041,manchanayana,miedo,malo
3042,manchariy,susto,malo
3043,manchana,tener miedo,malo
3044,manchu,insecto,neutro
3045,manka,olla,neutro
3046,manku,tipo de p�jaro,neutro
3047,mantakakiru,
3048,mantana,tender,neutro
3049,manyayana,acercarse,neutro
3050,ma�a,bejuco amarrado en forma circular,neutro
3051,ma�ayachina,enrollar bejuco,neutro
3052,ma�achina,prestar,malo
3053,mapa,sucio,malo
3054,mapamari,sanguijuela,neutro
3055,mapayana,ensuciarse,malo
3056,mara,
3057,marka,provincia,neutro
3058,markakmama,madrina de bautizo,neutro
3059,markakyaya,padrino de bautizo,neutro
3060,markana,llevar en brazos,neutro
3061,mashalli,variedad de garza,neutro
3062,mashana,solear,neutro
3063,mashna,�cu�ntos?
3064,mashu,murci�lago,neutro
3065,mashu,tej�n,neutro
3066,mati,mate,nuetro
3067,mawka,usado,neutro
3068,mawma,vasija grande de barro,neutro
3069,may,exageraci�n,malo
3070,maykama,�hasta d�nde?,neutro
3071,maykan,�cu�l?,neutro
3072,maylla,sobrio,bueno
3073,mayllakshunku,en ayunas,malo
3074,mayllana,lavar,bueno
3075,mayma,inmenso,neutro
3076,mayman,�d�nde?,neutro
3077,maypi,�en d�nde?,neutro
3078,mayta,�por d�nde?,neutro
3079,maytu,envoltorio,neutro
3080,maytuna,enrollar,neutro
3081,mayzana,perder el conocimiento,malo
3082,michik,pastor,neutro
3083,mikllana,llevar algo en la falda,neutro 
3084,mikmichu,variedad de gavil�n,neutro
3085,mikya,expresi�n de cortesia hacia las mujeres,bueno
3086,millay,mal genio,malo
3087,millana,tener asco,malo
3088,millayana,enojarse,malo
3089,millchina,expulgar,bueno
3090,millma,vello,neutro
3091,millpuna,tragar,neutro
3092,mimish,enc�as,neutro
3093,mincha,pasado ma�ana,neutro
3094,minka,trabajo cumunal,bueno
3095,minkachina,brindar posada,bueno
3096,minkarina,hospedarse,bueno
3097,misha,dos frutos pegados,malo
3098,mishana,ganar,bueno
3099,mishkichina,condimento,neutro
3100,mishkichuspi,abeja,neutro
3101,mishkishimi,lisonjero,neutro
3102,mishun,herramienta para deshojar,neutro
3103,misi,gato,neutro
3104,mita,�poca,neutro
3105,mitayu,carne ahumada,neutro
3106,mitayuna,ir de caceria y pesca,neutro
3107,mitikuna,fugarse,malo
3108,mitsamuyu,verruga,malo
3111,muklupuna,hacer g�rgaras,neutro
3112,mukuna,masticar,neutro
3113,mullapa,envoltorio,neutro
3114,mullchi,�rbol silvestre con fruto,bueno
3115,mullu,marte,neutro
3116,mulu,plato,neutro
3117,munachina,hacer antojar,malo
3118,munanayak,hermoso,bueno
3119,munchi,ave,neutro
3120,munchi,variedad de planta subtropical,bueno
3121,muntiti,pavo nocturno,neutro
3122,munzira,constelaci�n,neutro
3123,murintu,variedad de sapo,bueno
3124,muriti,palmera con fruto comestible,bueno
3125,muru,fruto,bueno
3126,muru,bicolor:de pintas negras con blancas,neutro
3127,unkuy,
3128,muspa,torpe,malo
3129,muspana, tontear,malo
3130,muspayana,emmudecerse,malo
3131,mutilun,tortuga terrestre,neutro
3132,mutiyana,mojarse,malo
3133,mutki,olfato,neutro
3134,mutkina,oler,neutro
3135,mutul,cart�lago,neutro
3136,mutulu,serpiente matacaballo,malo
3137,muya,potrero,neutro
3138,muyan muyan,fruto desagradable,malo
3139,nanakyana,resentirse,malo
3140,nanampi,bejuco,neutro
3141,nanarina,tener remordimiento,malo 
3142,napana,estar en celo,neutro
3143,ninan,muy,neutro
3144,ninanta,gusto,bueno
3145,ninanta,rapid�simo,neutro
3146,nitkana,tropezar,malo
3147,nuspa,bromista,neutro
3148,nuspana,tener pesadillas,malo
3149,nuya,variedad de haba,bueno
3150,nuyuna,inundarse,malo
3173,pachak,cien,neutro
3174,pachakamak,dios,bueno 
3175,pachallina,ima,neutro
3176,pakarichina,dar a luz,bueno
3177,pakarinmikuna,desayunar,bueno
3178,paki,fractura,malo
3179,pakina,fracturar,malo
3180,paklla,despejado,bueno
3181,pakllana,despejar,bueno
3182,pakta,termiando,bueno
3183,paktachina,completar,bueno
3184,paktalla,mediano,neutro
3185,paktamuna,llegar,bueno
3186,paktarak,expresi�n prohibitiva �cuidado!,malo
3187,paktana,alcanzar,bueno
3188,pala,ancho,neutro
3189,palak,afrecho de cebada,neutro
3190,palamaku,divinidad que origin� los insectos,malo
3191,palanikuk,brillante,bueno
3192,palanina,brillar,bueno
3193,palanta,pl�tano,bueno
3194,palata,caucho,neutro
3195,palik,migaja,neutro
3196,palikina,desmenuzar,neutro
3197,palla,mujer noble,bueno
3198,palla,rondador,neutro
3199,pallka,bifurcaci�n,neutro
3200,pallkayana,crecer pegado los frutos,malo
3201,pallta,aguacate,neutro
3202,palltana,poner una cosa sobre otra,neutro
3203,palu,lagartija,neutro
3204,pampana,enterrar,malo
3205,panka,hoja,neutro
3206,pankalla,liviano,bueno
3207,panshi,armaz�n de palos peque�os colocados dentro de la olla para cocinar,bueno
3208,pantana,errar,malo
3209,panti,yerba para te�ir,bueno
"3210,pantu,animal denominado "cabeza de mate",neutro
3211,panwa,trampa de cacer�a para los animales peque�os,malo
3212,shuk sikupanwapiurmashkapanzaw
3215,paparawa,�rbol de frutos comestibles,bueno
3216,paramuna,lloviznar,neutro
3217,parawaku,variedad de mono,neutro
3218,paspa,paspa,neutro
3219,paspayana,agrietarse,malo
3220,pasu,tipo de �rbol de frutos comestibles,bueno
3221,pata,grada,neutro
3222,patak,ancho,neutro
3223,pataku,mesa,neutro
3224,patara,hoja,neutro
3225,patas,cacao blanco,neutro
3226,pati,bolso,neutro
3227,patpana,sacudir las aves sus plumas,bueno
3229,payaku,expresi�n para referirse a la hija preciada,bueno
3230,paychi,una variedad de pez,bueno
3231,paza,tosco,malo
3232,pi,�qui�n?,neutro
3233,pichana,escoba,neutro
3234,pichana,barrer,bueno
3235,pilis,frutos ca�dos antes de madurar,malo
3236,pilis,piojo blanco,malo
3237,pillchi,recipiente de la c�scara del colo,neutro
3238,pilluna,envolver,neutro
3239,pimpirana,pesta�ar,neutro
3240,pimpis,aleta de pez,neutro
3241,pinchi,canelo,neutro
3242,pinkala,mosca grande que no pica,bueno
3243,pinkana,avergonzarse,malo
3244,pintu,tela,neutro
3245,pintuk,ca�a brava,malo
3248,pircha,cardo,neutro
3249,piripiri,variedad de sapo peque�o,neutro
3250,piripiri,ceremonial para la lluvia y como talism�n en la caza y pesca,bueno
3251,pirka,pared,neutro
3252,pishi,escaso,malo
3253,pishiyana,escasear,malo
3255,pitakaya,tipo de fruta,bueno
3256,pitalala,culebra,neutro
3257,pitirina,morir,malo
3258,pitina,romper en pedazos pque�os,malo
3259,pitsik,planta silvestre proliferante,neutro
3260,pitun,�rbol de frutos comestible y medicinal,bueno
3261,piyan piyan,tipo de p�jaro,neutro
3262,puchka,hilo,neutro
3263,puchkana,hilar,bueno
3264,puchukay,�ltimo,neutro
3265,puchukana,acabar,neutro
3266,puchul,vainas trilladas luego de secar los granos,neutro
3267,puchuna,sobrar,neutro
3268,puka shunku,coraz�n,neutro
3269,pukla,lobanillo,neutro
3270,pukru,hondonada,neutro
3271,pukshi,cal,neutro
3272,pulak,alimentos enmhomecidos,malo
3273,pulanti,variedad de bejuco,neutro
3274,kalatispullu,
3275,pullukuku,variedad de lechuza,neutro
3276,puluna,agujerear,malo
3277,punchana,guatusa,neutro
3278,punchantin,diariamente,neutro
3279,punkara,tipo de fruta,bueno
3280,punkina,hincharse,malo
3281,punku,puerta,neutro
3282,punsa,charco,neutro
3283,puntulunku,recipiente hecho del tronco de cabuya,bueno
3284,punzu,paja que dejan los animales luego de alimentarse,neutro
3285,punzuyana,erizarse,malo
3287,puru,tutuma,neutro
3288,pusayu,tipo de p�jaro,neutro
3289,pushana,conducir,neutro
3290,pushinshi,hormiga conga,neutro
3291,pushllu,variedad de serpiente,neutro
3292,pusku,espuma,neutro
3293,puskuna,hacer espuma,neutro
3294,puskuyana,agriarse,malo
3295,pusun,panza,neutro
3296,putasyana,podrirse,malo
3297,putsa,racimo peque�o,neutro
3298,putsu,hierba espinosa,malo
3299,putukulu,renacuajo,neutro
3300,puy,variedad de sapo,neutro
3301,puyu,nube,neutro
3302,puzu,color gris,blanco y negro jaspeado,neutro
3303,rakiy,parte,neutro
3304,rakina,repartir,bueno
3305,rakrayana,agrietarse,malo
3306,rakuyana,engrosarse,neutro
3307,ransiw,extranjero,neutro
3308,ranti,reciprocidad,beuno
3309,rantimpa,ayuda m�tua,bueno
3310,rantipana,contestar,neutro
3311,rapyana,contraerse los m�sculos,malo
3312,rasuna,nevar,neutro
3313,rawa,surco,neutro
3314,rawana,hacer surcos,neutro
3315,rawchana,desramar,neutro
3316,rawmana,remellarse,malo
3317,rikcharina,despertarse,neutro
3318,rikchana,parecerse,neutro
3319,rikurina,asomarse,neutro
3320,rimay,expresi�n,neutro
3321,rirpu,espejo,neutro
3322,riti,nieve,neutro
3323,riti,plut�n,neutro
3324,rina,viajar,bueno
3325,rumi,piedra,neutro
3326,rumikuta,cemento,neutro
3327,rumpa,c�rculo,neutro
3328,runakay,humanidad,neutro
3329,runtu,granizo,neutro
3330,runtuna,granizar,neutro
3331,rupachina,quemar,malo
3332,ruparina,quemarse,malo
3333,rupay,calor,malo
3334,rutuna,corte de cabello,bueno
3335,sacharuna,variedad de lagartija,neutro
3336,sachawakra,danta,neutro
3337,saklana,deshojar el ma�z,neutro
3338,salamanka,brujo,malo
3339,salinana,estar en celo,neutro
3340,samarina,calmarse,bueno
3341,sampa,cobarde,malo
3342,sampayana,cansarse,malo
3343,sampi,canilla,neutro
3344,san,un tejido con hojas de palmera,neutro
3347,sapiyana,enraizarse,neutro
3348,sara panka,hoja de ma�z,neutro
3349,sarpana,rociar,neutro
3350,sarun,pasado,neutro
3351,sarushka,huella,neutro
3352,saruna,atropellar,malo
3353,sasina,ayunar,malo
3354,sawarinalla warmi,novia,neutro
3355,sawarina,casarse,bueno
3356,sawna,almohada,neutro
3357,sawnana,arrimar la cabeza (sobre la almohada),bueno
3358,sayri,cigarrillo,malo
3359,sayrina,fumar,malo
3360,saywana,arrimar la cabeza (sobre la almohada),bueno
3361,sichi,variedad de pez,neutro
3362,sikana,montar,neutro
3363,siksik,paja gruesa de hojas �speras,neutro
3364,siku,guatusa,neutro
3365,sillu,u�a,neutro
3366,simpa,trenza,bueno
3367,simpana,trenzar,bueno
3368,sinik,variedad de raposa,neutro
3369,pash mutkinchiksinkuna,
3370,sipichi,variedad de �rbol medicinal,bueno
3371,sipina,estrangular,malo
3372,sipu,arruga,neutro
3373,sipuru,variedad de mono,neutro
3374,sipuna,pesta�ar,neutro
3375,sirichiy,ceremonia nupcial,bueno
3376,siririna,acostarse,neutro
3377,sirik aspi,l�nea horizontal,neutro
3378,sisa pacha,primavera,neutro
3379,sisapampa,jard�n,bueno
3380,sisu,hongos de la piel,malo
3381,suchuchina,retirar,neutro
3382,suchuna,arrastrarse,malo
3383,suksu,mirlo,neutro
3384,sukus,carrizo,neutro
3385,sullka,lunes,neutro
3386,sulluy,aborto,malo
3387,sumpu,hierba arom�tica del p�ramo,bueno
3388,supay,espirit�,neutro
3389,supi,pedo,malo
3390,supina,peer,neutro
3391,surkuna,sacar,neutro
3392,suru,variedad de carrizo,neutro
3393,susu,polilla,malo
3394,susuna,apolillarse,neutro
3395,shakan,variedad de lora,bueno
3396,shallipu,tipo de �rbol con semillas,bueno
3397,shallina,rajar,malo
3398,shampana,desenredar el pelo (y otras cosas semejantes),bueno
3399,shamuk,futuro,neutro
3400,shamuna,venir,neutro
3402,shapaka,variedad de palmera,neutro 
3403,shayak aspi,l�nea vertical,neutro
3404,shayarina,detenerse,neutro
3405,shayana,detener,malo
3406,shaykuna,cansar,malo
3407,shikitu,uchilla,neutro
3408,shikina,descamar,neutro
3409,shikshina,dar comez�n,malo
3410,shiktikuy,ciempi�s,neutro
3411,shila,vasija de barro,bueno
3412,shillinkuk,travieso,malo
3413,shillinkuna,fastidiar,malo
3414,shillishilli,variedad de golondrina,neutro
3415,shilltipu,variedad de mono,bueno
3416,chinkachina,
3417,shiminchina,hacer bordes,neutro
3418,shimiyuk,diccionario,bueno
3419,shimpi,variedad de palmera,neutro
3420,shinallatak,de la misma manera,neutro
3421,shinami,por supuesto,neutro
3422,shinapash,de todas maneras,neutro
3423,shinana,hacer siguiendo un modelo,neutro
3424,shinayka,por supuesto,neutro
3425,shinaykuti,por supuesto,neutro
3426,shinka,borracho,malo
3427,shinkana,desmayarse,malo
3428,shinkayana,emborracharse,malo
3429,shinki,carb�n,neutro
3430,shinshin,serpiente peque�a,neutro
3431,shinshin,onomatopeya del gemido,neutro
3432,shipati,una variedad de palmera,neutro
3433,shirinka,caucho,neutro
3434,shiwa,variedad del palmera,neutro
3435,shiway,ciempi�s,neutro
3437,shukarina,atrancar,malo
3438,shuklla,�nico,neutro
3439,shullana,caer el roc�o,neutro
3440,shulluy,aborto,malo
3441,shunkuchina,curar el espanto,bueno
3442,shunkuy,desayunar,bueno
3443,shuti,nombre,neutro
3444,shutu,gota,neutro
3445,shuturina,mojarse,malo
3446,shutuna,chorrear,malo
3447,shuwa,ladr�n,malo
3448,shuyana,esperar,neutro
3449,shuyuna,manchar,malo
3450,takarina,golpearse,malo
3451,takana,machacar,neutro
3452,takla,flojo,neutro
3453,taklla,arado,neutro
3454,takllana,ajustar,neutro
3455,takllu,tartamudo,malo
3456,takshana,lavar ropa,bueno
3457,taksu,taxo,bueno
3458,taktarina,endurarse,neutro
3459,takurina,insultar,malo
3460,unkuy,todo,neutro
3461,takyarina,enfermarse persistentemente,malo
3462,tallika,collar de pepas,neutro
3463,tallirina,aglomerarse,malo
3464,tallina,regar,neutro
3465,tamya,lluvia,neutro
3466,tamya pacha,invierno,neutro
3467,tamyana,llover,neutro
3468,tanampu,arbusto cuyas hojas se usan como barbasco,bueno
3469,tani,agrio,neutro
3470,tankana,variedad de �rbol,bueno
3471,tankana,empujar,malo
3472,tanla,variedad de pez,bueno
3473,tanta,pan,bueno
3474,tantana,recolectar,bueno
3475,tapsa,pico de aves,neutro
3476,tapuna,preguntar,neutro
3477,tapya,mal augurio,malo
3478,tapyana,hablar sin sentido,malo
3479,taraputu,palmera de cogollo comestible,bueno
3480,tarinakuna,encontrase,neutro
3481,taski,cascada,bueno
3482,tatis,ciempi�s,neutro
3483,tatkina,marchar,neutro
3484,tawna,bast�n,neutro
3485,tawnana,apoyar en el bast�n,bueno
3486,taylla,duro,neutro
3487,taznu,granos tostados y cocinados,bueno
3488,tika,adobe,neutro
3489,tika,racimo de chonta,bueno
3490,tikasu,tipo de fruta,bueno
3491,tikayana,ensuciarse hasta hacerse negro,malo
3492,tiklla,mancha,malo
3493,tikrachina,contestar,neutro
3494,tikramuna,regresar,bueno
3495,tiksimuyu,planeta tierra,bueno
3496,tiksimuyuyachay,geograf�a,bueno
3497,tikta,trampa de cacer�a para animales grandes,malo
3498,tikti,residuo,neutro
3499,tillimanku,garrapata pque�a,neutro
3500,tillimpu,luci�rnaga,neutro
3501,timpuna,hervir,neutro
3502,tinkana,papirotear,neutro
3503,tinki,s�bado,neutro
3504,tinkula,variedad de lora,neutro
3505,tinkuna,tambalear,malo
3506,tipina,herramienta para deshojar (el ma�z en las cosechas),bueno
3507,tipina,deshojar ma�z,bueno
3508,tisana,escamar,neutro
3509,tiwinkulu,tipo de p�jaro,neutro
3510,tiw tiw,expresi�n que se dice a los perros cazadores para seguir el rastro de personas o animales,neutro 
3511,tiyamshi,mimbre,neutro
3512,tiyarina,sentarse,bueno
3513,tiyarina,banco,neutro
3514,tiyarpa,tartamudo,neutro
3515,tiyaskan,sitio,neutro
3516,tiyatina,planta medicinal desinflamante,bueno
3517,tiyana,haber,neutro
3518,tiyu,arena fina,neutro
3519,tiyunkullina,cubrirse la cabeza,neutro
3520,tiyuti,variedad de gavil�n,neutro
3521,tuka,saliva,neutro
3522,tukana,escupir,malo
3523,tukilu,variedad de perdiz,neutro
3524,tuklla,agujero de una cuerda,neutro
3525,tukru,cu�gulo,neutro
3526,tuksik,tipo de pez,neutro
3527,tuksina,jeringuilla,neutro
3528,tuksina,inyectar,neutro
3529,tuktu,flor de ma�z,bueno
3530,tuktuma,gallina que empolla,neutro
3531,tuku,gusano comestible de la palmera,neutro 
3532,tuku,ventana,neutro
3533,tukuchishka,terminado,neutro
3534,tukuchina,finalizar,neutro
3535,tukuri,culminaci�n,neutro
3536,tukurishka,concluido,neutro
3537,tukurpilla,variedad de t�rtola,neutro
3538,tukuy,todo,neutro
3539,tukuymashna,absolutamente todo,neutro
3540,tukuypacha,absolutamente todo,neutro
3541,tukyachina,reventar,malo
3542,tula,estaca,neutro
3543,tularina,derrumbarse,malo
3544,tulana,empujar �rboles para tumbar,bueno
3545,tullik,tipo de p�jaro,neutro
3546,tullpa,fog�n,neutro
3547,tullumpa,variedad de rana comestible,malo
3548,tullumpa,palanca,neutro
3549,tulu,bolso,neutro
3550,tulun,trueno,malo
3551,tumi,variedad de cuchillo,neutro
3552,tumpana,tener celos de alguien,malo
3553,tumpiki,p�jaro tuc�n,bueno
3554,tumpina,apuntalar,neutro
3555,tunchi,una variedad de p�jaro,bueno
3556,tunchi,alma,neutro
3557,tunsa,variedad de pez,bueno
3558,tuntu,tipo de p�jaro,bueno
3559,tuñirina,derrumbarse,malo
3560,tupana,encontrase,neutro
3561,turuk,gallina que empolla,bueno
3562,turumanya,planeta neptuno,neutro
3563,turuyana,enlodarse,malo
3564,tuta pishku,murci�lago,neutro
3565,tutipa,variedad de lagartija,neutro
3566,tutu,ca�a hueca delgada,neutro
3567,tutuna,cargar a un beb�,neutro
3568,tuwaman,boca abajo,neutro
3569,tuwi,animal similar al tigre,neutro
3570,tuyaka,remanso,neutro
3571,tuylla,en relaci�n con el tiempo,neutro
3572,tuzuyana,encogerse,neutro
3573,tsalak manku,tipi de p�jaro,neutro
3574,tsalakulun,variedad de lagartija,neutro
3575,tsalak tsalak,tipo de p�jaro,neutro
3576,tsalanchuspi,zancudo,neutro
3577,tsalayarina,palidecer,malo
3578,tsan,inclinado,neutro
3579,tsatsa,tipo de arena,neutro
3580,tsawata,tortuga terrestre,neutro
3581,tsilinkitsi,variedad de lagartija,neutro
3582,tsimpiyu,planta medicinal desinflamante,bueno
3583,tsimukina,pesta�ear,neutro
3584,tsintsimpu,variedad de planta ritual,neutro 
3585,tsinzu,variedad de planta,neutro
